,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay,length_of_stay,n_people,night_price
9073,8695,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,4,4,251.32
9074,8696,295,LowSeason,[2-3],Standard,[160-260],[2-2],True,2,2,260.0
9075,3059,204,HighSeason,[4-7],Standard,[260-360],[3-4],True,6,4,306.67
9076,8697,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,5,4,256.4
9077,8698,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,3,2,111.78
9078,8699,13,LowSeason,[4-7],Standard,[160-260],[3-4],True,5,4,254.0
9079,8700,457,LowSeason,[0-1],Standard,[260-360],[3-4],True,1,4,280.0
9080,8701,889,LowSeason,[0-1],Nonref,[260-360],[2-2],True,1,2,279.9
9081,8702,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,2,4,318.98
9082,8703,79,LowSeason,[4-7],Standard,[260-360],[3-4],True,4,3,331.2
9083,8704,582,LowSeason,[0-1],Nonref,[160-260],[5-inf],False,1,5,196.0
9084,8705,291,HighSeason,[2-3],Standard,[260-360],[5-inf],True,3,6,320.0
9085,8706,207,LowSeason,[2-3],Standard,[260-360],[3-4],True,2,4,300.0
9086,8707,447,LowSeason,[0-1],Nonref,[260-360],[2-2],False,1,2,286.0
9087,8708,397,HighSeason,[4-7],Nonref,[360-500],[2-2],True,7,2,369.0
9088,8709,422,LowSeason,[0-1],Standard,[0-160],[3-4],False,1,3,144.99
9089,8710,379,LowSeason,[2-3],Nonref,[360-500],[5-inf],True,2,5,466.2
9090,8711,254,LowSeason,[2-3],Nonref,[360-500],[5-inf],False,2,6,403.0
9091,8712,539,LowSeason,[0-1],Nonref,[360-500],[5-inf],True,1,5,414.0
9092,8713,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,2,3,310.5
9093,8714,343,LowSeason,[2-3],Nonref,[360-500],[3-4],False,2,3,492.67
9094,8715,111,HighSeason,[4-7],Nonref,[160-260],[2-2],True,4,2,227.7
9095,8716,45,OffSeason,[4-7],Standard,[0-160],[3-4],True,6,3,160.0
9096,8717,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,3,3,267.3
9097,8718,231,HighSeason,[2-3],Nonref,[260-360],[3-4],True,3,4,286.5
9098,8720,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,242.19
9099,271,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,2,1,202.62
9100,8721,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,3,231.66
9101,8722,320,LowSeason,[2-3],Standard,[160-260],[3-4],True,3,3,186.67
9102,6784,352,HighSeason,[2-3],Nonref,[160-260],[2-2],True,3,2,245.43
9103,8723,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,2,4,288.0
9104,8724,182,LowSeason,[2-3],Nonref,[260-360],[2-2],True,3,2,283.0
9105,8725,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,248.4
9106,8726,207,LowSeason,[2-3],Standard,[260-360],[3-4],True,3,3,333.33
9107,6604,463,LowSeason,[0-1],Standard,[360-500],[3-4],False,1,3,366.67
9108,8728,79,LowSeason,[4-7],Standard,[260-360],[3-4],True,6,3,265.0
9109,96,408,HighSeason,[2-3],Nonref,[160-260],[3-4],False,2,3,237.01
9110,8729,295,LowSeason,[2-3],Standard,[160-260],[2-2],True,2,2,256.0
9111,8731,416,LowSeason,[2-3],Nonref,[260-360],[5-inf],False,2,5,269.1
9112,8732,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,3,165.6
9113,8733,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,4,248.4
9114,8734,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,4,248.4
9115,8735,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,3,3,186.6
9116,8736,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,3,4,262.2
9117,8737,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,205.2
9118,3450,295,LowSeason,[2-3],Standard,[160-260],[2-2],True,3,2,220.0
9119,8738,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,207.0
9120,8739,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,207.0
9121,8740,364,LowSeason,[2-3],Nonref,[260-360],[3-4],False,3,3,261.0
9122,8741,417,LowSeason,[2-3],Nonref,[0-160],[3-4],False,3,3,149.04
9123,8742,379,LowSeason,[2-3],Nonref,[360-500],[5-inf],True,3,6,456.33
9124,8746,437,LowSeason,[4-7],Nonref,[160-260],[3-4],False,4,4,217.34
9125,8747,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,4,184.0
9126,8748,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,207.0
9127,8749,575,LowSeason,[0-1],Nonref,[160-260],[1-1],True,1,1,186.3
9128,8750,370,LowSeason,[2-3],Nonref,[160-260],[2-2],False,3,2,161.0
9129,8751,437,LowSeason,[4-7],Nonref,[160-260],[3-4],False,5,4,201.6
9130,8752,79,LowSeason,[4-7],Standard,[260-360],[3-4],True,4,4,300.0
9131,8753,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,230.0
9132,8754,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,259.2
9133,8755,181,LowSeason,[4-7],Nonref,[260-360],[3-4],True,4,3,341.78
9134,8756,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,3,227.7
9135,8757,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,175.95
9136,8758,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,4,238.5
9137,8759,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,197.1
9138,706,394,LowSeason,[2-3],Standard,[0-160],[3-4],True,2,4,0.0
9139,8760,583,LowSeason,[0-1],Nonref,[0-160],[2-2],True,1,2,155.7
9140,8762,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,7,4,235.16
9141,8763,449,LowSeason,[0-1],Nonref,[260-360],[3-4],True,1,4,276.0
9142,8764,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,3,1,175.0
9143,8765,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,4,187.79
9144,8766,317,LowSeason,[2-3],Standard,[160-260],[2-2],False,2,2,184.5
9145,8767,184,LowSeason,[4-7],Standard,[160-260],[2-2],True,5,2,226.9
9146,8768,437,LowSeason,[4-7],Nonref,[160-260],[3-4],False,5,3,205.02
9147,8769,491,HighSeason,[4-7],Standard,[160-260],[2-2],True,6,2,255.0
9148,8770,461,LowSeason,[0-1],Nonref,[360-500],[3-4],True,1,4,393.3
9149,8771,893,LowSeason,[0-1],Nonref,[260-360],[5-inf],False,1,7,260.82
9150,8772,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,207.0
9151,8773,893,LowSeason,[0-1],Nonref,[260-360],[5-inf],False,1,5,345.0
9152,8774,437,LowSeason,[4-7],Nonref,[160-260],[3-4],False,5,3,201.6
9153,8775,519,HighSeason,[4-7],Nonref,[160-260],[2-2],False,4,2,246.09
9154,8776,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,3,227.7
9155,8777,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,3,207.0
9156,8778,429,LowSeason,[4-7],Nonref,[160-260],[2-2],False,4,2,172.35
9157,8779,276,HighSeason,[2-3],Nonref,[360-500],[5-inf],True,3,6,414.0
9158,8780,461,LowSeason,[0-1],Nonref,[360-500],[3-4],True,1,4,362.7
9159,8781,575,LowSeason,[0-1],Nonref,[160-260],[1-1],True,1,1,207.0
9160,8782,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,3,186.3
9161,8783,317,LowSeason,[2-3],Standard,[160-260],[2-2],False,3,2,192.15
9162,8784,86,OffSeason,[4-7],Nonref,[0-160],[2-2],False,4,2,88.88
9163,8785,894,LowSeason,[0-1],Standard,[260-360],[2-2],True,1,2,320.0
9164,8786,324,HighSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,235.62
9165,8787,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,2,4,322.2
9166,8788,416,LowSeason,[2-3],Nonref,[260-360],[5-inf],False,2,5,310.5
9167,8789,108,HighSeason,[2-3],Nonref,[360-500],[3-4],True,2,4,414.76
9168,8790,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,3,2,124.2
9169,8791,417,LowSeason,[2-3],Nonref,[0-160],[3-4],False,2,4,155.7
9170,8792,893,LowSeason,[0-1],Nonref,[260-360],[5-inf],False,1,8,260.82
9171,8793,449,LowSeason,[0-1],Nonref,[260-360],[3-4],True,1,4,279.45
9172,8794,483,HighSeason,[2-3],Standard,[160-260],[3-4],True,3,4,248.4
9173,8795,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,3,203.67
9174,8796,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,3,4,322.2
9175,8797,460,LowSeason,[0-1],Nonref,[160-260],[1-1],False,1,1,160.2
9176,8798,364,LowSeason,[2-3],Nonref,[260-360],[3-4],False,3,4,305.07
9177,8799,582,LowSeason,[0-1],Nonref,[160-260],[5-inf],False,1,5,217.8
9178,8800,38,OffSeason,[4-7],Standard,[160-260],[3-4],False,4,4,207.0
9179,8801,27,OffSeason,[2-3],Standard,[0-160],[2-2],True,3,2,142.2
9180,8802,383,HighSeason,[2-3],Standard,[360-500],[3-4],False,3,3,444.0
9181,8803,437,LowSeason,[4-7],Nonref,[160-260],[3-4],False,4,3,207.0
9182,8804,417,LowSeason,[2-3],Nonref,[0-160],[3-4],False,2,4,149.04
9183,8805,295,LowSeason,[2-3],Standard,[160-260],[2-2],True,3,2,191.67
9184,8806,158,OffSeason,[2-3],Nonref,[0-160],[5-inf],True,3,5,129.04
9185,8807,82,HighSeason,[2-3],Standard,[260-360],[3-4],False,3,3,300.0
9186,8808,276,HighSeason,[2-3],Nonref,[360-500],[5-inf],True,2,6,395.01
9187,8809,181,LowSeason,[4-7],Nonref,[260-360],[3-4],True,4,3,304.88
9188,8810,231,HighSeason,[2-3],Nonref,[260-360],[3-4],True,2,4,310.5
9189,8811,346,HighSeason,[4-7],Standard,[360-500],[3-4],False,4,4,484.2
9190,8812,276,HighSeason,[2-3],Nonref,[360-500],[5-inf],True,2,5,460.0
9191,8813,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,3,194.4
9192,8814,206,HighSeason,[4-7],Nonref,[260-360],[3-4],True,4,4,266.62
9193,8815,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,2,4,186.3
9194,8816,231,HighSeason,[2-3],Nonref,[260-360],[3-4],True,3,4,291.67
9195,5852,581,LowSeason,[8-inf],Standard,[0-160],[3-4],True,14,4,142.86
9196,706,586,LowSeason,[2-3],Standard,[0-160],[5-inf],True,2,6,0.5
9197,8817,370,LowSeason,[2-3],Nonref,[160-260],[2-2],False,3,2,176.4
9198,8818,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,3,165.6
9199,8819,206,HighSeason,[4-7],Nonref,[260-360],[3-4],True,5,3,326.6
9200,8820,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,83.29
9201,8821,144,LowSeason,[4-7],Nonref,[260-360],[2-2],True,4,2,285.0
9202,8822,499,HighSeason,[2-3],Nonref,[360-500],[2-2],True,2,2,414.76
9203,8823,353,LowSeason,[2-3],Standard,[360-500],[3-4],True,2,4,369.0
9204,8824,425,HighSeason,[2-3],Nonref,[260-360],[2-2],False,2,2,299.0
9205,8825,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,2,4,290.38
9206,8826,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,2,1,170.36
9207,8827,13,LowSeason,[4-7],Standard,[160-260],[3-4],True,4,4,260.0
9208,8828,204,HighSeason,[4-7],Standard,[260-360],[3-4],True,5,3,280.0
9209,8829,231,HighSeason,[2-3],Nonref,[260-360],[3-4],True,3,3,262.5
9210,8830,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,3,1,217.0
9211,8831,99,HighSeason,[4-7],Standard,[360-500],[3-4],True,4,3,472.5
9212,8832,222,LowSeason,[4-7],Nonref,[500-900],[5-inf],True,5,6,570.72
9213,8833,352,HighSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,227.7
9214,8834,206,HighSeason,[4-7],Nonref,[260-360],[3-4],True,6,4,345.0
9215,8835,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,2,1,197.1
9216,5982,519,HighSeason,[4-7],Nonref,[160-260],[2-2],False,4,2,212.13
9217,8755,422,LowSeason,[0-1],Standard,[0-160],[3-4],False,1,4,1.0
9218,5244,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,4,3,258.75
9219,8836,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,5,4,226.62
9220,8837,291,HighSeason,[2-3],Standard,[260-360],[5-inf],True,2,6,289.8
9221,706,495,HighSeason,[2-3],Standard,[0-160],[3-4],False,2,4,0.5
9222,8838,116,HighSeason,[4-7],Standard,[260-360],[2-2],True,4,2,280.0
9223,8839,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,3,171.0
9224,8840,556,LowSeason,[0-1],Standard,[160-260],[1-1],False,1,1,170.0
9225,8841,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,3,3,288.0
9226,7530,436,HighSeason,[8-inf],Standard,[260-360],[3-4],True,18,3,302.22
9227,8842,214,OffSeason,[2-3],Standard,[160-260],[2-2],False,3,2,164.83
9228,8843,317,LowSeason,[2-3],Standard,[160-260],[2-2],False,2,2,200.0
9229,8844,433,LowSeason,[4-7],Nonref,[160-260],[1-1],True,4,1,197.14
9230,8657,895,LowSeason,[2-3],Standard,[0-160],[5-inf],False,2,6,0.5
9231,8845,375,LowSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,227.15
9232,8846,425,HighSeason,[2-3],Nonref,[260-360],[2-2],False,2,2,269.1
9233,8847,116,HighSeason,[4-7],Standard,[260-360],[2-2],True,4,2,282.0
9234,8848,207,LowSeason,[2-3],Standard,[260-360],[3-4],True,2,3,346.0
9235,8849,13,LowSeason,[4-7],Standard,[160-260],[3-4],True,5,4,202.8
9236,8850,896,LowSeason,[8-inf],Standard,[160-260],[3-4],True,8,4,250.0
9237,8851,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,4,3,234.34
9238,8852,370,LowSeason,[2-3],Nonref,[160-260],[2-2],False,2,2,195.5
9239,8853,448,LowSeason,[0-1],Nonref,[0-160],[2-2],False,1,2,151.44
9240,8854,317,LowSeason,[2-3],Standard,[160-260],[2-2],False,2,2,179.0
9241,8854,420,LowSeason,[2-3],Standard,[160-260],[1-1],False,2,1,185.0
9242,8855,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,3,3,252.3
9243,8857,225,OffSeason,[2-3],Nonref,[160-260],[3-4],False,2,3,184.0
9244,8858,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,2,3,279.9
9245,6685,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,3,3,126.9
9246,8859,206,HighSeason,[4-7],Nonref,[260-360],[3-4],True,4,4,346.95
9247,8860,204,HighSeason,[4-7],Standard,[260-360],[3-4],True,7,4,327.79
9248,8861,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,3,3,228.0
9249,8862,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,2,4,239.0
9250,8863,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,2,4,345.6
9251,8864,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,2,1,176.4
9252,5448,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,5,3,207.04
9253,8865,388,LowSeason,[2-3],Standard,[160-260],[3-4],False,2,4,218.7
9254,8866,413,LowSeason,[2-3],Nonref,[160-260],[5-inf],True,3,5,196.65
9255,8867,28,OffSeason,[2-3],Standard,[0-160],[3-4],True,2,3,126.9
9256,8868,276,HighSeason,[2-3],Nonref,[360-500],[5-inf],True,2,6,362.7
9257,8869,861,LowSeason,[0-1],Nonref,[360-500],[3-4],False,1,4,425.0
9258,8870,184,LowSeason,[4-7],Standard,[160-260],[2-2],True,7,2,207.0
9259,8871,276,HighSeason,[2-3],Nonref,[360-500],[5-inf],True,2,5,362.7
9260,8872,851,LowSeason,[2-3],Standard,[260-360],[1-1],True,2,1,280.0
9261,8873,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,4,207.0
9262,8875,438,LowSeason,[0-1],Nonref,[260-360],[3-4],False,1,3,310.5
9263,8876,228,HighSeason,[2-3],Nonref,[160-260],[2-2],False,3,2,253.0
9264,8877,31,OffSeason,[2-3],Standard,[160-260],[3-4],True,3,3,256.0
9265,8878,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,2,4,207.0
9266,8879,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,2,3,279.0
9267,8880,320,LowSeason,[2-3],Standard,[160-260],[3-4],True,2,3,260.0
9268,8798,457,LowSeason,[0-1],Standard,[260-360],[3-4],True,1,4,305.0
9269,8881,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,93.6
9270,8882,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,4,230.0
9271,8841,457,LowSeason,[0-1],Standard,[260-360],[3-4],True,1,3,288.0
9272,8883,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,3,186.3
9273,706,394,LowSeason,[2-3],Standard,[0-160],[3-4],True,3,4,0.33
9274,8884,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,2,3,279.9
9275,8885,564,LowSeason,[0-1],Nonref,[0-160],[1-1],False,1,1,155.7
9276,8886,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,4,4,227.16
9277,8887,511,HighSeason,[0-1],Nonref,[260-360],[3-4],False,1,3,269.1
9278,8889,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,253.0
9279,7508,897,HighSeason,[4-7],Standard,[360-500],[2-2],True,7,2,420.0
9280,8890,375,LowSeason,[2-3],Nonref,[160-260],[2-2],True,3,2,174.11
9281,8891,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,3,4,358.0
9282,8892,31,OffSeason,[2-3],Standard,[160-260],[3-4],True,3,4,179.0
9283,8893,383,HighSeason,[2-3],Standard,[360-500],[3-4],False,3,4,395.01
9284,8894,770,LowSeason,[4-7],Standard,[160-260],[3-4],False,4,3,209.0
9285,8895,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,4,207.0
9286,8896,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,3,3,323.0
9287,8897,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,3,207.0
9288,8899,493,HighSeason,[4-7],Standard,[160-260],[3-4],True,6,4,248.4
9289,8900,110,HighSeason,[2-3],Standard,[260-360],[2-2],True,2,2,287.1
9290,8901,352,HighSeason,[2-3],Nonref,[160-260],[2-2],True,3,2,248.4
9291,8902,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,3,246.09
9292,8903,898,LowSeason,[0-1],Standard,,[2-2],True,1,2,1510.0
9293,8904,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,3,3,280.0
9294,8905,207,LowSeason,[2-3],Standard,[260-360],[3-4],True,2,4,270.0
9295,8906,50,OffSeason,[4-7],Standard,[160-260],[3-4],True,4,3,173.07
9296,8907,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,4,3,184.0
9297,8908,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,3,3,269.73
9298,8909,899,HighSeason,[4-7],Nonref,[160-260],[1-1],True,7,1,259.43
9299,8910,86,OffSeason,[4-7],Nonref,[0-160],[2-2],False,4,2,80.32
9300,8911,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,4,2,93.6
9301,8912,291,HighSeason,[2-3],Standard,[260-360],[5-inf],True,2,5,333.0
9302,8913,207,LowSeason,[2-3],Standard,[260-360],[3-4],True,3,4,292.4
9303,8914,398,HighSeason,[2-3],Standard,[500-900],[5-inf],False,2,5,589.0
9304,5003,116,HighSeason,[4-7],Standard,[260-360],[2-2],True,5,2,272.0
9305,8915,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,3,230.0
9306,7713,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,227.7
9307,8916,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,207.0
9308,8917,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,2,4,214.65
9309,706,900,LowSeason,[0-1],Standard,[0-160],[5-inf],False,1,6,1.0
9310,8918,882,LowSeason,[4-7],Nonref,[160-260],[1-1],False,5,1,196.0
9311,8919,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,4,186.3
9312,8920,549,LowSeason,[0-1],Standard,[160-260],[2-2],True,1,2,180.0
9313,8921,375,LowSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,207.0
9314,8922,81,OffSeason,[2-3],Nonref,[0-160],[3-4],True,3,4,93.15
9315,8923,92,OffSeason,[4-7],Nonref,[0-160],[2-2],True,5,2,124.2
9316,8924,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,186.3
9317,8925,335,LowSeason,[2-3],Standard,[260-360],[3-4],False,3,4,322.2
9318,8926,449,LowSeason,[0-1],Nonref,[260-360],[3-4],True,1,4,289.8
9319,8927,392,LowSeason,[0-1],Nonref,[160-260],[3-4],True,1,3,238.5
9320,8928,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,238.5
9321,8929,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,3,1,165.6
9322,8930,352,HighSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,223.56
9323,8931,437,LowSeason,[4-7],Nonref,[160-260],[3-4],False,4,4,207.0
9324,8932,770,LowSeason,[4-7],Standard,[160-260],[3-4],False,4,4,247.35
9325,8933,306,HighSeason,[2-3],Standard,[500-900],[3-4],True,2,4,723.0
9326,8934,369,HighSeason,[2-3],Standard,[260-360],[2-2],False,2,2,280.0
9327,8935,184,LowSeason,[4-7],Standard,[160-260],[2-2],True,6,2,240.03
9328,8936,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,207.0
9329,8937,375,LowSeason,[2-3],Nonref,[160-260],[2-2],True,2,2,227.7
9330,8938,370,LowSeason,[2-3],Nonref,[160-260],[2-2],False,2,2,227.7
9331,8786,534,HighSeason,[0-1],Standard,[160-260],[3-4],True,1,4,235.0
9332,8939,383,HighSeason,[2-3],Standard,[360-500],[3-4],False,3,4,480.0
9333,8940,889,LowSeason,[0-1],Nonref,[260-360],[2-2],True,1,2,310.5
9334,8720,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,3,207.0
9335,8941,405,LowSeason,[2-3],Nonref,[160-260],[3-4],True,2,4,232.2
9336,8942,114,HighSeason,[2-3],Nonref,[360-500],[3-4],False,3,4,414.76
9337,8943,441,LowSeason,[0-1],Nonref,[160-260],[2-2],True,1,2,207.0
9338,8946,513,HighSeason,[0-1],Standard,[360-500],[5-inf],False,1,8,414.72
9339,6656,394,LowSeason,[2-3],Standard,[0-160],[3-4],True,3,3,0.33
9340,8947,280,HighSeason,[8-inf],Nonref,[360-500],[2-2],True,9,2,414.0
9341,8948,317,LowSeason,[2-3],Standard,[160-260],[2-2],False,2,2,168.41
9342,3374,85,OffSeason,[2-3],Nonref,[0-160],[2-2],True,3,2,93.15
9343,8949,491,HighSeason,[4-7],Standard,[160-260],[2-2],True,4,2,225.74
9344,8950,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,2,3,230.0
9345,8951,79,LowSeason,[4-7],Standard,[260-360],[3-4],True,5,4,285.84
9346,8952,291,HighSeason,[2-3],Standard,[260-360],[5-inf],True,2,6,345.6
9347,8940,434,LowSeason,[0-1],Nonref,[160-260],[2-2],False,1,2,197.1
9348,8953,110,HighSeason,[2-3],Standard,[260-360],[2-2],True,2,2,336.0
9349,8954,480,HighSeason,[0-1],Nonref,[260-360],[3-4],True,1,4,289.8
9350,8955,415,LowSeason,[2-3],Nonref,[0-160],[3-4],True,3,3,147.47
9351,8956,416,LowSeason,[2-3],Nonref,[260-360],[5-inf],False,2,5,297.4
9352,8957,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,3,3,197.1
9353,8958,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,3,186.3
9354,8959,41,OffSeason,[0-1],Standard,[0-160],[1-1],True,1,1,95.1
9355,8960,108,HighSeason,[2-3],Nonref,[360-500],[3-4],True,3,4,368.68
9356,8961,352,HighSeason,[2-3],Nonref,[160-260],[2-2],True,3,2,229.5
9357,4617,122,HighSeason,[2-3],Nonref,[260-360],[2-2],True,3,2,296.1
9358,8962,110,HighSeason,[2-3],Standard,[260-360],[2-2],True,3,2,299.7
9359,8964,408,HighSeason,[2-3],Nonref,[160-260],[3-4],False,3,4,217.8
9360,8965,444,LowSeason,[0-1],Nonref,[160-260],[3-4],False,1,4,186.3
9361,8967,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,4,3,192.38
9362,8968,206,HighSeason,[4-7],Nonref,[260-360],[3-4],True,6,4,297.17
9363,8969,327,LowSeason,[2-3],Nonref,[160-260],[3-4],False,2,3,181.84
9364,8970,189,LowSeason,[4-7],Nonref,[160-260],[2-2],True,6,2,192.51
9365,8971,519,HighSeason,[4-7],Nonref,[160-260],[2-2],False,4,2,248.4
9366,8972,184,LowSeason,[4-7],Standard,[160-260],[2-2],True,4,2,184.5
9367,8056,12,LowSeason,[2-3],Standard,[260-360],[5-inf],True,2,5,260.82
9368,8973,309,HighSeason,[4-7],Nonref,[160-260],[3-4],False,4,3,248.4
9369,8921,568,LowSeason,[0-1],Standard,[160-260],[3-4],False,1,4,207.0
9370,8974,568,LowSeason,[0-1],Standard,[160-260],[3-4],False,1,4,215.0
9371,8975,437,LowSeason,[4-7],Nonref,[160-260],[3-4],False,4,4,197.1
9372,8976,103,HighSeason,[2-3],Standard,[360-500],[3-4],True,2,4,499.5
9373,8977,228,HighSeason,[2-3],Nonref,[160-260],[2-2],False,3,2,248.4
9374,1818,899,HighSeason,[4-7],Nonref,[160-260],[1-1],True,7,1,237.14
9375,2930,901,LowSeason,[0-1],Nonref,[500-900],[1-1],False,1,1,530.0
9376,8979,190,LowSeason,[4-7],Nonref,[160-260],[3-4],True,5,3,219.42
9377,8980,459,LowSeason,[2-3],Nonref,[160-260],[1-1],False,2,1,163.76
9378,706,283,HighSeason,[4-7],Standard,[0-160],[3-4],True,4,4,0.33
9379,8981,7,HighSeason,[2-3],Standard,[160-260],[1-1],True,3,1,256.67
9380,8982,324,HighSeason,[2-3],Nonref,[160-260],[3-4],True,3,3,257.85
9381,8983,9,HighSeason,[2-3],Standard,[260-360],[3-4],True,3,3,295.5
9382,8984,21,OffSeason,[8-inf],Standard,[0-160],[1-1],True,14,1,120.15
9383,8985,298,LowSeason,[2-3],Nonref,[260-360],[3-4],True,3,4,348.6
9384,8986,519,HighSeason,[4-7],Nonref,[160-260],[2-2],False,4,2,207.0
9385,8987,902,HighSeason,[4-7],Standard,[160-260],[5-inf],True,6,6,250.5
9386,8988,373,HighSeason,[4-7],Nonref,[160-260],[3-4],True,7,4,237.47
9387,50,355,HighSeason,[2-3],Nonref,[260-360],[5-inf],False,3,6,285.28
9388,8989,451,HighSeason,[2-3],Nonref,[260-360],[3-4],False,2,4,310.5
9389,8990,373,HighSeason,[4-7],Nonref,[160-260],[3-4],True,5,3,246.6
9390,8991,491,HighSeason,[4-7],Standard,[160-260],[2-2],True,4,2,244.8
